ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
5590	protein kinase C zeta(PRKCZ)	Homo sapiens		h_ptdinsPathway:Phosphoinositides and their downstream targets.,		GO:0000226~microtubule cytoskeleton organization,GO:0001954~positive regulation of cell-matrix adhesion,GO:0006468~protein phosphorylation,GO:0006954~inflammatory response,GO:0007165~signal transduction,GO:0007179~transforming growth factor beta receptor signaling pathway,GO:0007616~long-term memory,GO:0008284~positive regulation of cell proliferation,GO:0008286~insulin receptor signaling pathway,GO:0016477~cell migration,GO:0018105~peptidyl-serine phosphorylation,GO:0030010~establishment of cell polarity,GO:0031333~negative regulation of protein complex assembly,GO:0031532~actin cytoskeleton reorganization,GO:0031584~activation of phospholipase D activity,GO:0032148~activation of protein kinase B activity,GO:0032753~positive regulation of interleukin-4 production,GO:0035556~intracellular signal transduction,GO:0043066~negative regulation of apoptotic process,GO:0045630~positive regulation of T-helper 2 cell differentiation,GO:0046326~positive regulation of glucose import,GO:0046627~negative regulation of insulin receptor signaling pathway,GO:0046628~positive regulation of insulin receptor signaling pathway,GO:0047496~vesicle transport along microtubule,GO:0050732~negative regulation of peptidyl-tyrosine phosphorylation,GO:0051092~positive regulation of NF-kappaB transcription factor activity,GO:0051291~protein heterooligomerization,GO:0051346~negative regulation of hydrolase activity,GO:0051899~membrane depolarization,GO:0060081~membrane hyperpolarization,GO:0060291~long-term synaptic potentiation,GO:0070374~positive regulation of ERK1 and ERK2 cascade,GO:0070528~protein kinase C signaling,GO:0072659~protein localization to plasma membrane,GO:1990138~neuron projection extension,GO:2000463~positive regulation of excitatory postsynaptic potential,GO:2000553~positive regulation of T-helper 2 cell cytokine production,GO:2000664~positive regulation of interleukin-5 secretion,GO:2000667~positive regulation of interleukin-13 secretion,GO:2001181~positive regulation of interleukin-10 secretion,	GO:0005622~intracellular,GO:0005635~nuclear envelope,GO:0005737~cytoplasm,GO:0005768~endosome,GO:0005815~microtubule organizing center,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005911~cell-cell junction,GO:0005923~bicellular tight junction,GO:0016020~membrane,GO:0016324~apical plasma membrane,GO:0016363~nuclear matrix,GO:0030054~cell junction,GO:0031252~cell leading edge,GO:0031941~filamentous actin,GO:0031982~vesicle,GO:0035748~myelin sheath abaxonal region,GO:0043203~axon hillock,GO:0045121~membrane raft,GO:0045179~apical cortex,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,	GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0004697~protein kinase C activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0015459~potassium channel regulator activity,GO:0019901~protein kinase binding,GO:0019904~protein domain specific binding,GO:0043274~phospholipase binding,GO:0043560~insulin receptor substrate binding,GO:0046872~metal ion binding,GO:0071889~14-3-3 protein binding,	IPR000270:Phox/Bem1p,IPR000719:Protein kinase, catalytic domain,IPR000961:AGC-kinase, C-terminal,IPR002219:Protein kinase C-like, phorbol ester/diacylglycerol binding,IPR008271:Serine/threonine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR012233:Protein kinase C, zeta/iota,IPR017441:Protein kinase, ATP binding site,IPR017892:Protein kinase, C-terminal,IPR020454:Diacylglycerol/phorbol-ester binding,	hsa04015:Rap1 signaling pathway,hsa04062:Chemokine signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04144:Endocytosis,hsa04390:Hippo signaling pathway,hsa04530:Tight junction,hsa04611:Platelet activation,hsa04910:Insulin signaling pathway,hsa04930:Type II diabetes mellitus,hsa04931:Insulin resistance,		PIRSF000554:protein kinase C, zeta/iota types,	SM00109:C1,SM00133:S_TK_X,SM00220:S_TKc,SM00666:PB1,	Alternative splicing,ATP-binding,Cell junction,Complete proteome,Cytoplasm,Endosome,Inflammatory response,Kinase,Metal-binding,Nucleotide-binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Serine/threonine-protein kinase,Transferase,Zinc,Zinc-finger,	active site:Proton acceptor,binding site:ATP,chain:Protein kinase C zeta type,domain:AGC-kinase C-terminal,domain:OPR,domain:Protein kinase,modified residue,mutagenesis site,nucleotide phosphate-binding region:ATP,region of interest:Interaction with SQSTM1,sequence conflict,sequence variant,zinc finger region:Phorbol-ester/DAG-type,
9088	protein kinase, membrane associated tyrosine/threonine 1(PKMYT1)	Homo sapiens				GO:0000079~regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0000082~G1/S transition of mitotic cell cycle,GO:0000086~G2/M transition of mitotic cell cycle,GO:0006468~protein phosphorylation,GO:0007067~mitotic nuclear division,GO:0007088~regulation of mitotic nuclear division,GO:0010923~negative regulation of phosphatase activity,GO:0051726~regulation of cell cycle,	GO:0000139~Golgi membrane,GO:0005654~nucleoplasm,GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0016020~membrane,	GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0016301~kinase activity,GO:0046872~metal ion binding,	IPR000719:Protein kinase, catalytic domain,IPR008271:Serine/threonine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR016235:Tyrosine/threonine-protein kinase, Cdc2 inhibitor,IPR017441:Protein kinase, ATP binding site,	hsa04110:Cell cycle,hsa04114:Oocyte meiosis,hsa04914:Progesterone-mediated oocyte maturation,		PIRSF000567:membrane-associated tyrosine- and threonine-specific Cdc2-inhibitory kinase,	SM00220:S_TKc,	3D-structure,Acetylation,Alternative splicing,ATP-binding,Cell cycle,Complete proteome,Endoplasmic reticulum,Golgi apparatus,Kinase,Magnesium,Membrane,Metal-binding,Nucleotide-binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Serine/threonine-protein kinase,Transferase,	active site:Proton acceptor,binding site:ATP,chain:Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,compositionally biased region:Pro-rich,domain:Protein kinase,modified residue,mutagenesis site,nucleotide phosphate-binding region:ATP,region of interest:Interaction with CDC2-CCNB1,region of interest:Interaction with PIN1,sequence conflict,sequence variant,short sequence motif:Membrane-association motif,
5499	protein phosphatase 1 catalytic subunit alpha(PPP1CA)	Homo sapiens		h_akap95Pathway:AKAP95 role in mitosis and chromosome dynamics,h_akapcentrosomePathway:Protein Kinase A at the Centrosome,h_ck1Pathway:Regulation of ck1/cdk5 by type 1 glutamate receptors,h_eif2Pathway:Regulation of eIF2,		GO:0005977~glycogen metabolic process,GO:0005979~regulation of glycogen biosynthetic process,GO:0005981~regulation of glycogen catabolic process,GO:0006470~protein dephosphorylation,GO:0007049~cell cycle,GO:0016311~dephosphorylation,GO:0030324~lung development,GO:0032091~negative regulation of protein binding,GO:0032922~circadian regulation of gene expression,GO:0036496~regulation of translational initiation by eIF2 alpha dephosphorylation,GO:0042752~regulation of circadian rhythm,GO:0043153~entrainment of circadian clock by photoperiod,GO:0048754~branching morphogenesis of an epithelial tube,GO:0051301~cell division,GO:0060828~regulation of canonical Wnt signaling pathway,GO:1904886~beta-catenin destruction complex disassembly,GO:2001241~positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,	GO:0000164~protein phosphatase type 1 complex,GO:0000784~nuclear chromosome, telomeric region,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005911~cell-cell junction,GO:0042587~glycogen granule,GO:0043197~dendritic spine,GO:0043204~perikaryon,GO:0070062~extracellular exosome,GO:0070688~MLL5-L complex,GO:0072357~PTW/PP1 phosphatase complex,	GO:0004721~phosphoprotein phosphatase activity,GO:0004722~protein serine/threonine phosphatase activity,GO:0005515~protein binding,GO:0008157~protein phosphatase 1 binding,GO:0016791~phosphatase activity,GO:0032403~protein complex binding,GO:0043021~ribonucleoprotein complex binding,GO:0046872~metal ion binding,	IPR004843:Metallophosphoesterase domain,IPR006186:Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase,IPR006311:Twin-arginine translocation pathway, signal sequence,	hsa03015:mRNA surveillance pathway,hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04114:Oocyte meiosis,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04270:Vascular smooth muscle contraction,hsa04390:Hippo signaling pathway,hsa04510:Focal adhesion,hsa04611:Platelet activation,hsa04720:Long-term potentiation,hsa04728:Dopaminergic synapse,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04810:Regulation of actin cytoskeleton,hsa04910:Insulin signaling pathway,hsa04921:Oxytocin signaling pathway,hsa04931:Insulin resistance,hsa05031:Amphetamine addiction,hsa05034:Alcoholism,hsa05168:Herpes simplex infection,hsa05205:Proteoglycans in cancer,			SM00156:PP2Ac,	3D-structure,Acetylation,Alternative splicing,Carbohydrate metabolism,Cell cycle,Cell division,Complete proteome,Cytoplasm,Direct protein sequencing,Glycogen metabolism,Hydrolase,Manganese,Metal-binding,Nucleus,Phosphoprotein,Protein phosphatase,Proteomics identification,Reference proteome,	active site:Proton donor,chain:Serine/threonine-protein phosphatase PP1- alpha catalytic subunit,helix,metal ion-binding site:Iron,metal ion-binding site:Manganese,modified residue,strand,turn,
84153	ribonuclease H2 subunit C(RNASEH2C)	Homo sapiens				GO:0006401~RNA catabolic process,GO:0090502~RNA phosphodiester bond hydrolysis, endonucleolytic,	GO:0005634~nucleus,GO:0032299~ribonuclease H2 complex,	GO:0004523~RNA-DNA hybrid ribonuclease activity,	IPR013924:Ribonuclease H2, subunit C,	hsa03030:DNA replication,	610329~Aicardi-Goutieres syndrome 3,			3D-structure,Acetylation,Aicardi-Goutieres syndrome,Alternative splicing,Complete proteome,Disease mutation,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,	chain:Ribonuclease H2 subunit C,modified residue,sequence variant,splice variant,
6238	ribosome binding protein 1(RRBP1)	Homo sapiens				GO:0001649~osteoblast differentiation,GO:0006412~translation,GO:0015031~protein transport,	GO:0005783~endoplasmic reticulum,GO:0005840~ribosome,GO:0016020~membrane,GO:0030176~integral component of endoplasmic reticulum membrane,	GO:0004872~receptor activity,GO:0044822~poly(A) RNA binding,	IPR007794:Ribosome receptor lysine/proline rich,	hsa04141:Protein processing in endoplasmic reticulum,				Acetylation,Alternative splicing,Coiled coil,Complete proteome,Endoplasmic reticulum,Isopeptide bond,Membrane,Phosphoprotein,Polymorphism,Protein transport,Proteomics identification,Receptor,Reference proteome,Repeat,Translocation,Transmembrane,Transmembrane helix,Transport,Ubl conjugation,	chain:Ribosome-binding protein 1,modified residue,region of interest:41 X 10 AA approximate tandem repeats of [TN]-Q-[GSA]-[KRQT]-K-[ATGSV]-[ED]- [GTAS]-[ATIS]-[PQTAS],repeat:1,repeat:10,repeat:11,repeat:12,repeat:13,repeat:14,repeat:15,repeat:16,repeat:17,repeat:18,repeat:19,repeat:2,repeat:20,repeat:21,repeat:22,repeat:23,repeat:24,repeat:25,repeat:26,repeat:27,repeat:28,repeat:29,repeat:3,repeat:30,repeat:31,repeat:32,repeat:33,repeat:34; approximate,repeat:35,repeat:36; approximate,repeat:37,repeat:38,repeat:39; approximate,repeat:4,repeat:40,repeat:41,repeat:5,repeat:6,repeat:7,repeat:8,repeat:9,sequence conflict,sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
140545	ring finger protein 32(RNF32)	Homo sapiens			Posttranslational modification, protein turnover, chaperones,		GO:0005768~endosome,GO:0016235~aggresome,	GO:0005515~protein binding,GO:0008270~zinc ion binding,	IPR000048:IQ motif, EF-hand binding site,IPR001841:Zinc finger, RING-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR027370:RING-type zinc-finger, LisH dimerisation motif,				SM00184:RING,	Alternative splicing,Complete proteome,Cytoplasm,Metal-binding,Polymorphism,Reference proteome,Repeat,Zinc,Zinc-finger,	chain:RING finger protein 32,domain:IQ,sequence conflict,sequence variant,splice variant,zinc finger region:RING-type 1; atypical,zinc finger region:RING-type 2; atypical,
8878	sequestosome 1(SQSTM1)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0000422~mitophagy,GO:0001934~positive regulation of protein phosphorylation,GO:0002376~immune system process,GO:0006468~protein phosphorylation,GO:0006511~ubiquitin-dependent protein catabolic process,GO:0006914~autophagy,GO:0006915~apoptotic process,GO:0006950~response to stress,GO:0008104~protein localization,GO:0010821~regulation of mitochondrion organization,GO:0016197~endosomal transport,GO:0016236~macroautophagy,GO:0016239~positive regulation of macroautophagy,GO:0030154~cell differentiation,GO:0035556~intracellular signal transduction,GO:0043065~positive regulation of apoptotic process,GO:0043066~negative regulation of apoptotic process,GO:0043122~regulation of I-kappaB kinase/NF-kappaB signaling,GO:0044130~negative regulation of growth of symbiont in host,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0046578~regulation of Ras protein signal transduction,GO:0051291~protein heterooligomerization,GO:0061635~regulation of protein complex stability,GO:0098779~mitophagy in response to mitochondrial depolarization,	GO:0000407~pre-autophagosomal structure,GO:0000932~cytoplasmic mRNA processing body,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005770~late endosome,GO:0005776~autophagosome,GO:0005783~endoplasmic reticulum,GO:0005829~cytosol,GO:0016234~inclusion body,GO:0016235~aggresome,GO:0016605~PML body,GO:0031410~cytoplasmic vesicle,GO:0044753~amphisome,GO:0044754~autolysosome,GO:0070062~extracellular exosome,GO:0097225~sperm midpiece,	GO:0004674~protein serine/threonine kinase activity,GO:0005080~protein kinase C binding,GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0019901~protein kinase binding,GO:0030971~receptor tyrosine kinase binding,GO:0031625~ubiquitin protein ligase binding,GO:0042169~SH2 domain binding,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,GO:0043130~ubiquitin binding,GO:0070530~K63-linked polyubiquitin binding,	IPR000270:Phox/Bem1p,IPR000433:Zinc finger, ZZ-type,IPR009060:UBA-like,IPR015940:Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote,	hsa04380:Osteoclast differentiation,	167250~Paget disease of bone 3,616437~Frontotemporal dementia and/or amyotrophic lateral sclerosis 3,		SM00165:UBA,SM00291:ZnF_ZZ,SM00666:PB1,	3D-structure,Acetylation,Alternative splicing,Amyotrophic lateral sclerosis,Apoptosis,Autophagy,Complete proteome,Cytoplasm,Cytoplasmic vesicle,Differentiation,Direct protein sequencing,Disease mutation,Endoplasmic reticulum,Endosome,Immunity,Lysosome,Metal-binding,Neurodegeneration,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Zinc,Zinc-finger,	chain:Sequestosome-1,compositionally biased region:Ser-rich,domain:OPR,domain:UBA,helix,modified residue,mutagenesis site,region of interest:Interaction with GABRR3,region of interest:Interaction with LCK,region of interest:Interaction with NTRK1,region of interest:Interaction with PAWR,region of interest:Interaction with PRKCZ and dimerization,region of interest:LIM protein-binding (LB),sequence conflict,sequence variant,short sequence motif:TRAF6-binding,splice variant,turn,zinc finger region:ZZ-type,
9295	serine and arginine rich splicing factor 11(SRSF11)	Homo sapiens				GO:0000398~mRNA splicing, via spliceosome,GO:0006369~termination of RNA polymerase II transcription,GO:0006397~mRNA processing,GO:0006405~RNA export from nucleus,GO:0006406~mRNA export from nucleus,GO:0008380~RNA splicing,GO:0031124~mRNA 3'-end processing,	GO:0005634~nucleus,GO:0005654~nucleoplasm,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,				SM00360:RRM,	Acetylation,Alternative splicing,Complete proteome,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,RNA-binding,	chain:Splicing factor, arginine/serine-rich 11,compositionally biased region:Poly-Arg,compositionally biased region:Poly-Gly,compositionally biased region:Poly-Lys,domain:RRM,modified residue,region of interest:10 X 8 AA approximate repeats of R-R-S-R- S-R-S-R,repeat:1,repeat:10,repeat:2,repeat:3,repeat:4,repeat:5,repeat:6,repeat:7,repeat:8,repeat:9,
8576	serine/threonine kinase 16(STK16)	Homo sapiens				GO:0006366~transcription from RNA polymerase II promoter,GO:0018108~peptidyl-tyrosine phosphorylation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0046777~protein autophosphorylation,GO:0071560~cellular response to transforming growth factor beta stimulus,	GO:0005737~cytoplasm,GO:0005798~Golgi-associated vesicle,GO:0016020~membrane,GO:0048471~perinuclear region of cytoplasm,	GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0004715~non-membrane spanning protein tyrosine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,	IPR000719:Protein kinase, catalytic domain,IPR008271:Serine/threonine-protein kinase, active site,IPR011009:Protein kinase-like domain,				SM00220:S_TKc,	3D-structure,ATP-binding,Complete proteome,Cytoplasm,Kinase,Lipoprotein,Membrane,Myristate,Nucleotide-binding,Palmitate,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Serine/threonine-protein kinase,Transferase,	active site:Proton acceptor,binding site:ATP,chain:Serine/threonine-protein kinase 16,domain:Protein kinase,helix,lipid moiety-binding region:N-myristoyl glycine,lipid moiety-binding region:S-palmitoyl cysteine,mutagenesis site,nucleotide phosphate-binding region:ATP,sequence conflict,sequence variant,strand,turn,
6619	small nuclear RNA activating complex polypeptide 3(SNAPC3)	Homo sapiens				GO:0006355~regulation of transcription, DNA-templated,GO:0006366~transcription from RNA polymerase II promoter,GO:0006383~transcription from RNA polymerase III promoter,GO:0009301~snRNA transcription,GO:0042795~snRNA transcription from RNA polymerase II promoter,	GO:0005634~nucleus,GO:0005654~nucleoplasm,	GO:0003677~DNA binding,GO:0005515~protein binding,	IPR022042:snRNA-activating protein complex, subunit 3,					Complete proteome,DNA-binding,Nucleus,Polymorphism,Proteomics identification,Reference proteome,Transcription,Transcription regulation,	chain:snRNA-activating protein complex subunit 3,modified residue,sequence variant,
11066	small nuclear ribonucleoprotein U11/U12 subunit 35(SNRNP35)	Homo sapiens			Defense mechanisms,	GO:0000398~mRNA splicing, via spliceosome,GO:0008380~RNA splicing,	GO:0000243~commitment complex,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005689~U12-type spliceosomal complex,GO:0071011~precatalytic spliceosome,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003729~mRNA binding,GO:0017069~snRNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,				SM00360:RRM,	Alternative splicing,Complete proteome,mRNA processing,mRNA splicing,Nucleus,Reference proteome,RNA-binding,Spliceosome,	chain:ATP-binding cassette sub-family B member 5,chain:U11/U12 small nuclear ribonucleoprotein 35 kDa protein,compositionally biased region:Arg-rich,domain:ABC transmembrane type-1,domain:ABC transporter 1,domain:ABC transporter 2,domain:RRM,nucleotide phosphate-binding region:ATP,sequence conflict,sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
51296	solute carrier family 15 member 3(SLC15A3)	Homo sapiens			Amino acid transport and metabolism,	GO:0006811~ion transport,GO:0015031~protein transport,GO:0015833~peptide transport,GO:0015992~proton transport,GO:0055085~transmembrane transport,	GO:0005765~lysosomal membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0043231~intracellular membrane-bounded organelle,	GO:0005215~transporter activity,GO:0015333~peptide:proton symporter activity,	IPR000109:Proton-dependent oligopeptide transporter family,IPR020846:Major facilitator superfamily domain,					Complete proteome,Glycoprotein,Lysosome,Membrane,Peptide transport,Polymorphism,Protein transport,Proteomics identification,Reference proteome,Symport,Transmembrane,Transmembrane helix,Transport,	chain:Solute carrier family 15 member 3,compositionally biased region:Poly-Leu,compositionally biased region:Poly-Val,glycosylation site:N-linked (GlcNAc...),sequence variant,transmembrane region,
81034	solute carrier family 25 member 32(SLC25A32)	Homo sapiens				GO:0006412~translation,GO:0006544~glycine metabolic process,GO:0006810~transport,GO:0006839~mitochondrial transport,GO:0015884~folic acid transport,GO:0046655~folic acid metabolic process,GO:1904947~folic acid import into mitochondrion,	GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0016021~integral component of membrane,GO:0031966~mitochondrial membrane,	GO:0003735~structural constituent of ribosome,GO:0008517~folic acid transporter activity,	IPR002030:Mitochondrial brown fat uncoupling protein,IPR018108:Mitochondrial substrate/solute carrier,IPR023395:Mitochondrial carrier domain,					Complete proteome,Disease mutation,Membrane,Mitochondrion,Mitochondrion inner membrane,Polymorphism,Proteomics identification,Reference proteome,Repeat,Transmembrane,Transmembrane helix,Transport,	chain:Mitochondrial folate transporter/carrier,repeat:Solcar 1,repeat:Solcar 2,repeat:Solcar 3,sequence conflict,sequence variant,transmembrane region,
10861	solute carrier family 26 member 1(SLC26A1)	Homo sapiens				GO:0006811~ion transport,GO:0006821~chloride transport,GO:0008272~sulfate transport,GO:0015701~bicarbonate transport,GO:0019532~oxalate transport,GO:0042391~regulation of membrane potential,GO:0044255~cellular lipid metabolic process,GO:0050428~3'-phosphoadenosine 5'-phosphosulfate biosynthetic process,GO:0051453~regulation of intracellular pH,GO:1902358~sulfate transmembrane transport,GO:1902476~chloride transmembrane transport,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,	GO:0005254~chloride channel activity,GO:0008271~secondary active sulfate transmembrane transporter activity,GO:0008374~O-acyltransferase activity,GO:0015106~bicarbonate transmembrane transporter activity,GO:0015108~chloride transmembrane transporter activity,GO:0015116~sulfate transmembrane transporter activity,GO:0015301~anion:anion antiporter activity,GO:0019531~oxalate transmembrane transporter activity,	IPR001902:Sulphate anion transporter,IPR002645:STAS domain,IPR011547:Sulphate transporter,IPR018045:Sulphate anion transporter, conserved site,IPR022284:Glycerol-3-phosphate O-acyltransferase,					Alternative splicing,Anion exchange,Antiport,Complete proteome,Glycoprotein,Ion channel,Ion transport,Membrane,Polymorphism,Reference proteome,Transmembrane,Transmembrane helix,Transport,	chain:Sulfate anion transporter 1,domain:STAS,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,transmembrane region,
10998	solute carrier family 27 member 5(SLC27A5)	Homo sapiens				GO:0000038~very long-chain fatty acid metabolic process,GO:0001676~long-chain fatty acid metabolic process,GO:0006642~triglyceride mobilization,GO:0006699~bile acid biosynthetic process,GO:0015721~bile acid and bile salt transport,GO:0015911~plasma membrane long-chain fatty acid transport,GO:0046951~ketone body biosynthetic process,	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0009925~basal plasma membrane,GO:0016021~integral component of membrane,GO:0030176~integral component of endoplasmic reticulum membrane,GO:0043234~protein complex,	GO:0004467~long-chain fatty acid-CoA ligase activity,GO:0005524~ATP binding,GO:0015245~fatty acid transporter activity,GO:0031957~very long-chain fatty acid-CoA ligase activity,GO:0032403~protein complex binding,GO:0047747~cholate-CoA ligase activity,	IPR000873:AMP-dependent synthetase/ligase,IPR020845:AMP-binding, conserved site,IPR025110:Domain of unknown function DUF4009,	hsa00120:Primary bile acid biosynthesis,hsa01100:Metabolic pathways,hsa03320:PPAR signaling pathway,hsa04931:Insulin resistance,hsa04976:Bile secretion,				Alternative splicing,ATP-binding,Complete proteome,Endoplasmic reticulum,Fatty acid metabolism,Ligase,Lipid metabolism,Membrane,Nucleotide-binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,	chain:Bile acyl-CoA synthetase,nucleotide phosphate-binding region:AMP,sequence variant,topological domain:Cytoplasmic,transmembrane region,
55630	solute carrier family 39 member 4(SLC39A4)	Homo sapiens				GO:0006882~cellular zinc ion homeostasis,GO:0034224~cellular response to zinc ion starvation,GO:0071578~zinc II ion transmembrane import,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0016023~cytoplasmic, membrane-bounded vesicle,GO:0016324~apical plasma membrane,GO:0031410~cytoplasmic vesicle,GO:0055038~recycling endosome membrane,GO:0070062~extracellular exosome,	GO:0005385~zinc ion transmembrane transporter activity,GO:0046873~metal ion transmembrane transporter activity,	IPR003689:Zinc/iron permease,	hsa04978:Mineral absorption,	201100~Acrodermatitis enteropathica,			Alternative splicing,Cell membrane,Complete proteome,Disease mutation,Endosome,Glycoprotein,Ion transport,Membrane,Polymorphism,Proteomics identification,Reference proteome,Signal,Transmembrane,Transmembrane helix,Transport,Zinc,Zinc transport,	chain:Zinc transporter ZIP4,glycosylation site:N-linked (GlcNAc...),sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
6524	solute carrier family 5 member 2(SLC5A2)	Homo sapiens				GO:0005975~carbohydrate metabolic process,GO:0006810~transport,GO:0006814~sodium ion transport,GO:0055085~transmembrane transport,GO:1904659~glucose transmembrane transport,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,	GO:0005215~transporter activity,GO:0005362~low-affinity glucose:sodium symporter activity,GO:0005412~glucose:sodium symporter activity,	IPR001734:Sodium/solute symporter,IPR018212:Sodium/solute symporter, conserved site,		233100~Renal glucosuria,			Alternative splicing,Complete proteome,Disease mutation,Glycoprotein,Ion transport,Membrane,Proteomics identification,Reference proteome,Sodium,Sodium transport,Sugar transport,Symport,Transmembrane,Transmembrane helix,Transport,	chain:Sodium/glucose cotransporter 2,glycosylation site:N-linked (GlcNAc...),sequence variant,site:Implicated in sodium coupling,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
84138	solute carrier family 7 member 6 opposite strand(SLC7A6OS)	Homo sapiens				GO:0002244~hematopoietic progenitor cell differentiation,GO:0015031~protein transport,	GO:0005634~nucleus,GO:0005737~cytoplasm,		IPR013883:Transcription factor  Iwr1,					Complete proteome,Cytoplasm,Nucleus,Phosphoprotein,Polymorphism,Protein transport,Proteomics identification,Reference proteome,Transport,	chain:Protein SLC7A6OS,modified residue,sequence conflict,sequence variant,
